/* Names data file for localisation
 * The id's should be less than 20 chars 
 *
 * Text like this "*text*" is not final and should not be translated.
 */ 

/*
 * VEHICLES
 */

/* FINAL VEHICLES */
ZNULLDESIGN				_("New Design")
MissileSuper				_("Missile Fortress")
R-Defense-Super-Missile 		_("Missile Fortress")

// added by Marc 1st September - Super Heavy bodies, Flamer Upgrades

R-Vehicle-Body13				_("Heavy Body - Wyvern")
Body13SUP					_("Wyvern")

R-Vehicle-Body14				_("Multi Turret Body - Dragon")
Body14SUP					_("Dragon")

R-Wpn-Flamer-Damage07			_("Superhot Plasmite gel")
R-Wpn-Flamer-Damage08			_("Superhot Plasmite gel Mk2")
R-Wpn-Flamer-Damage09			_("Superhot Plasmite gel Mk3")

// added by Marc 13th September - EMP Mortar, AA laser, AA Hardpoints, Sam Hardpoints

MortarEMP					_("EMP Mortar")
Emplacement-MortarEMP			_("EMP Mortar Pit")
R-Wpn-MortarEMP				_("EMP Mortar")
R-Defense-EMPMortar			_("EMP Mortar Pit")
AAGunLaser					_("Stormbringer AA Laser")
R-Defense-AA-Laser			_("Stormbringer Emplacement")
R-Wpn-AALaser				_("Stormbringer AA Laser")
P0-AASite-Laser				_("Stormbringer Emplacement")
R-Defense-WallTower-SamHvy		_("Vindicator Hardpoint")
WallTower-SamHvy				_("Vindicator Hardpoint")
WallTower-QuadRotAAGun			_("Whirlwind Hardpoint")
R-Defense-WallTower-QuadRotAA		_("Whirlwind Hardpoint")
WallTower-DoubleAAGun			_("AA Flak Cannon Hardpoint")
R-Defense-WallTower-DoubleAAgun	_("AA Flak Cannon Hardpoint")
R-Defense-WallTower-SamSite		_("Avenger Hardpoint")
WallTower-SamSite				_("Avenger Hardpoint")

// added by Marc 15th September - Twin Rotary MG, VTOL Plasmite Bomb and VTOL EMP Missile Launcher

MG5TWINROTARY				_("Twin Assault Gun")
R-Wpn-MG5					_("Twin Assault Gun")
WallTower-TwinAssaultGun		_("Twin Assault Gun Hardpoint")
R-Defense-WallTower-TwinAGun		_("Twin Assault Gun Hardpoint")

Bomb5-VTOL-Plasmite			_("VTOL Plasmite Bomb Bay")
R-Wpn-Bomb05				_("Plasmite Bomb")
Bomb6-VTOL-EMP				_("VTOL EMP Missile Launcher")
R-Wpn-Bomb06				_("EMP Missile Launcher")

// added by Marc 15th September - Upgraded Command Turrets

CommandTurret2				_("Command Turret II")
R-Comp-CommandTurret02			_("Command Turret II")
CommandTurret3				_("Command Turret III")
R-Comp-CommandTurret03			_("Command Turret III")
CommandTurret4				_("Command Turret IV")
R-Comp-CommandTurret04			_("Command Turret IV")

			/////////////////
			//NEW TEMPLATES//
			/////////////////

	/* Aivolution */
//TransporterU				_("Unit transport")
//TransporterBodyU			_("Unit transport Body")
//R-Cyborg-TransportU			_("Unit transport")
CobraHRepairHover			_("Heavy Repair Turret Cobra Hover")
ViperHMGWheels				_("Heavy Machinegun Viper Wheels")
Scourge-Mantis-H			_("Scourge Mantis Hover")
TK-Mantis-H				_("Tank Killer Mantis Hover")
CobraHMGTracks				_("Heavy Machinegun Cobra Tracks")
Cobra-Hover-HC				_("Heavy Cannon Cobra Hover")

//======================================================================
//GK
//======================================================================
A-Viper-Wheels-MG			_("Machinegun Viper Wheels")
A-Viper-Wheels-TMG			_("Twin Machinegun Viper Wheels")
A-Viper-Wheels-HMG			_("Heavy Machinegun Viper Wheels")
A-Cobra-Wheels-HMG			_("Heavy Machinegun Cobra Wheels")
A-Cobra-Hover-HMG			_("Heavy Machinegun Cobra Hover")

A-Viper-Trk-MG				_("Machinegun Viper Tracks")
A-Viper-Trk-TMG				_("Twin Machinegun Viper Tracks")
A-Viper-Trk-HMG				_("Heavy Machinegun Viper Tracks")
A-Cobra-Trk-HMG				_("Heavy Machinegun Cobra Tracks")

A-Cobra-Hover-MC			_("Medium Cannon Cobra Hover")
A-Scorp-Hover-MC			_("Medium Cannon Scorpion Hover")
A-Scorp-Trk-MC				_("Medium Cannon Scorpion Tracks")
A-Python-Hover-MC			_("Medium Cannon Python Hover")
A-Python-Hover-HC			_("Heavy Cannon Python Hover")
A-Python-Trk-HC				_("Heavy Cannon Python Tracks")
A-Mantis-Trk-Rail			_("Rail Gun Mantis Tracks")
A-Mantis-Trk-Pulse			_("Pulse Laser Mantis Tracks")
A-Python-Trk-Lancer			_("Lancer Python Tracks")
A-Mantis-Trk-Lancer			_("Lancer Mantis Tracks")
A-Veng-Trk-TK				_("Tank Killer Vengeance Tracks")

//A-Python-Trk-HLaser			_("Heavy Laser Python Tracks")
//A-Python-Trk-Scour			_("Scourge Python Tracks")

A-Tiger-Trk-HC				_("Heavy Cannon Tiger Tracks")
A-Tiger-Trk-Needle			_("Needle Gun Tiger Tracks")
A-Retrib-Trk-Needle			_("Needle Gun Retribution Tracks")
A-Veng-Trk-Needle			_("Needle Gun Vengeance Tracks")
A-Veng-Trk-Rail				_("Vengeance Tracks Rail Gun")
A-Veng-Trk-Guass			_("Vengeance Tracks Gauss Cannon")
A-Veng-Trk-Scourge			_("Vengeance Tracks Gauss Scourge")

//Anti Structure VTOLs
V-Bug-ClusterBomb			_("VTOL Cluster Bomb Bay Bug VTOL")
V-Bug-BB				_("VTOL Bunker Buster Bug VTOL")
V-Scor-ClusterBomb			_("VTOL Cluster Bomb Bay Scorpion VTOL")
V-Scor-BB				_("VTOL Bunker Buster Scorpion VTOL")

//Anti Tank VTOLs
V-Bug-Lancer				_("VTOL Lancer Bug VTOL")
V-Bug-HPV				_("VTOL Hyper Velocity Cannon Bug VTOL")
V-Scor-Lancer				_("VTOL Lancer Scorpion VTOL")
V-Scor-HPV				_("VTOL Hyper Velocity Cannon Scorpion VTOL")
V-Mantis-Lancer				_("VTOL Lancer Mantis VTOL")
V-Mantis-HPV				_("VTOL Hyper Velocity Cannon Mantis VTOL")

//Repair
A-Rep-Cobra-Trk				_("Repair Turret Cobra Tracks")
A-Rep-Mantis-Trk			_("Repair Turret Mantis Tracks")

H-Scorp-Trk-Lancer			_("Lancer Scorpion Tracks")
H-Scorp-Trk-HC				_("Heavy Cannon Scorpion Tracks")
H-Scorp-VTOL-Lancer			_("Lancer Scorpion VTOL")
H-Scorp-VTOL-BB				_("Bunker Buster Scorpion VTOL")

Viper-Trk-Com				_("Command Turret Viper Tracks")
Cobra-Trk-Com				_("Command Turret Cobra Tracks")
Scorp-Trk-Com				_("Command Turret Scorpion Tracks")
Mantis-Trk-Com				_("Command Turret Mantis Tracks")

CobraTrkLancer				_("Lancer Cobra Tracks")
MantisTrkHC				_("Heavy Cannon Mantis Tracks")
MantisTKTracks				_("Tank Killer Mantis Tracks")
MantisScourgeTracks			_("Scourge Mantis Tracks")
ScorpTrkHMG				_("Heavy Machinegun Scorpion Tracks")

ScorpRepairTrk				_("Repair Scorpion Tracks")
ScorpHRepairHover			_("Heavy Repair Scorpion Hover")

// Hover Truck Templates
CobraHoverTruck				_("Truck Cobra Hover")
ScorpHoverTruck				_("Truck Scorpion Hover")
MantisHoverTruck			_("Truck Mantis Hover")

// Bunker Buster Templates
CobraBBTracks				_("Bunker Buster Cobra Tracks")
ScorpBBTracks				_("Bunker Buster Scorpion Tracks")
MantisBBTracks				_("Bunker Buster Mantis Tracks")

ViperTrkLancer				_("Lancer Viper Tracks")

CobraPODHTracks				_("Mini-Rocket Cobra Half-Tracks")
CobraPODTracks				_("Mini-Rocket Cobra Tracks")
CobraMRLTracks				_("Mini-Rocket Array Cobra Tracks")

CobraInfernoHTracks			_("Inferno Cobra Half-Tracks")
PythonHoverHVC				_("Hyper Velocity Cannon Python Hover")

PythonTKTracks				_("Tank Killer Python Tracks")
PythonMedCanTracks			_("Medium Cannon Python Tracks")
PythonScourgeTracks			_("Scourge Python Tracks")
PythonGaussTracks			_("Gauss Cannon Python Tracks")
PythonPulseTracks			_("Pulse Laser Python Tracks")
TigerPulseTracks			_("Pulse Laser Tiger Tracks")
TigerHvLaserTracks			_("Heavy Laser Tiger Tracks")
WyvernGaussTracks			_("Gauss Cannon Wyvern Tracks")
WyvernPulseTracks			_("Pulse Laser Wyvern Tracks")
WyvernHvLaserTracks			_("Heavy Laser Wyvern Tracks")

ViperLtMGHalfTracks			_("Machinegun Viper Half-Tracks")
ViperFlameHalfTracks		_("Flamer Viper Half-Tracks")

//Added for DyDo-AI
CobraInfernoHover			_("Inferno Cobra Hover")
CobraMedCnHTrks			  _("Medium Cannon Cobra Half Track")
PythonHoverInferno		_("Inferno Python Hover")
PhytonHoverAssGun     _("Assault Gun Python Hover")
PhytonHTrackAssGun    _("Assault Gun Python Half Track")
ScorpHTrackHMG			  _("Heavy Machinegun Scorpion Half Tracks")
MantisHoverAC         _("Assault Cannon Mantis Hover")
LeopardHoverPulseLas  _("Pulse Laser Leopard Hover")
PantherHoverPulseLas  _("Pulse Laser Panther Hover")
TigerHoverRailGun     _("Rail Gun Tiger Hover")
TigerHoverPulseLas  	_("Pulse Laser Tiger Hover")
WyvernPlasmaCTracks  	_("Plasma Cannon Wyvern Tracks")
WyvernScourgeTracks  	_("Scourge Missile Wyvern Tracks")
RetreHoverFlashLight  _("Flashlight Retribution Hover")
ViperPODHalfTracks    _("Mini-Rocket Viper Half Track")
ViperMRLHalfTracks    _("Mini-Rocket Array Viper Half Track")
SK-Mantis-VTOL-PBB    _("Phosphor Bomb Bay Mantis VTOL")
SK-Mantis-VTOL-HBB    _("Heap Bomb Bay Mantis VTOL")
SK-Retre-VTOL-HBB     _("Heap Bomb Bay Retribution VTOL")
SK-Retal-VTOL-Scourge _("Scourge Retaliation VTOL")
SK-Retre-VTOL-Plasmite	_("Plasmite Retribution VTOL")


// new features by Mysteryem

arizonabush1				"*ArizonaBush1*"
arizonabush2				"*ArizonaBush2*"
arizonabush3				"*ArizonaBush3*"
arizonabush4				"*ArizonaBush4*"
arizonatree1        "*ArizonaTree1*"
arizonatree2        "*ArizonaTree2*"
arizonatree3        "*ArizonaTree3*"
arizonatree4        "*ArizonaTree4*"
arizonatree5        "*ArizonaTree5*"
arizonatree6        "*ArizonaTree6*"
trapstraight        "*TrapStraight*"
trapcorner          "*TrapCorner*"
hoverwreck          "*WreckedHoverProp*"
barrier             "*Barrier*"
bridgeend           "*BridgeEnd*"
bridgemiddle        "*BridgeMiddle*"
bridgefull         "*FullBridge*"
bigcooltowr         "*LargeCoolingTower*"
nukepowstat         "*NuclearPowerStation*"
Pipe1A              "*PipeFull*"
Pipe2A              "*PipeEnd*"
Pipe3A              "*PipeCollapsed*"
Ruin6               "*Ruin6*"
Ruin7               "*Ruin7*"
Ruin8               "*Ruin8*"
Ruin9               "*Ruin9*"
Ruin10              "*Ruin10*"
Wreck0              "*Wreck0*"
Wreck1              "*Wreck1*"
Wreck2              "*Wreck2*"
Wreck3              "*Wreck3*"
Wreck4              "*Wreck4*"
Wreck5              "*Wreck5*"
BaBaHorizontalWall  "*Babahrzwall*"
BabaCornerWall      "*Babacrnwall*"
Powlab              "Powerlab"
Indirectlab         "Indirectweaponslab"
Nanolab             "Nanolab"
Aerodynamicslab     "Aerodynamicslab"
Advmaterialslab     "Advancedmaterialslab"
Heavywepslab        "Heavyweaponslab"
Rotarywepslab       "Rotaryweaponslab"
Laseropticslab      "Laseropticslab"
Wall                "Wall"
WallCorner          "Wallcorner"
WallSmashed         "Smashedwall"
WallCornerSmashed   "Smashedcornerwall"
